@relation artificial_weekend.arff

@attribute t1 numeric
@attribute t2 numeric
@attribute hum numeric
@attribute windspeed numeric
@attribute class {0,1}

@data
10,9.5,94,6.5,0
10,9,94,7,0
10,9,94,7,0
10,10,94,6,0
10,10,94,4,0
10,10,94,4,0
10,10,94,3,0
10.5,9.5,94,11,0
11,11,88,13,0
10,8,88,11,0
10,8,88,13,0
9.5,7.5,87.5,13,0
9,8,87,8,0
9,7.5,87,9,0
8,7,87,6.5,0
8,7,87,7,0
7,5,90,9,0
7,6,87,7,0
8,6,87,10,0
8.5,7,84.5,9,0
9,8,79,9,1
9.5,8,79,9,1
10,8,76,13,1
10,8,76,15,1
10.5,9.5,74,15,1
10,8.5,76,10,1
10,9,76,8,1
9,8.5,82,5,1
8,8,87,4,1
8,7.5,84.5,3,0
8,7,82,6,0
7.5,7.5,87,2,0
7,7,87,4,0
7,6.5,87,5.5,0
4.5,2,78.5,10,0
4,0.5,81,16,0
4,0,84,17,0
4,0,84,18.5,0
4,0,81,17,0
4,0,81,22,0
4,-0.5,81,22,0
4,0,81,17,0
4,0.5,84,16,0
5,1.5,81,18,1
6.5,3.5,73.5,18,1
7,4,68.5,18.5,1
8,5,66,19,1
8,5,64,15,1
8,5,62,16,1
8,5.5,66,16,1
6.5,3.5,78.5,17,1
6,3,81,14,1
6.5,3.5,84,16,0
6,3,87,13,0
6,3,90,15,0
6,3,93,16,0
6,3,93,19,0
7,4,90,17,0
8,4.5,84.5,25,0
8,4,87,28,0
8,4,93,30.5,0
9,5.5,87,27,0
9,6,90.5,24,0
9.5,6.5,91,22,0
9.5,7,94,15.5,0
9,6,97,22.5,0
9,5,87,32,0
9,5,87,29,0
8,4,87,30,0
7.5,3,81.5,31.5,0
7,3,81,25,1
7,3,81,25,1
7,3,81,23,1
7,4,78.5,18,1
7,5,76,12,1
7,6,76,6.5,0
7,7,78.5,4,0
7,5.5,76,7.5,0
7,5.5,78.5,10,0
6,3.5,87,12,0
6,3,87,14,0
6,3,93,17,0
6,4,87,10,0
5,2.5,93,10,0
5,2.5,87,10,0
5,3.5,87,6.5,0
5,4.5,87,5,0
4,4,93,2,0
3.5,3.5,93,4,0
4,4,93,0,0
3.5,3.5,93,4,0
5,5,87,0,1
6.5,5,84,7.5,1
8,6.5,82,8,1
8.5,6.5,79,11,1
9,6.5,76,15,1
9,6.5,73.5,17,1
9,7,76,12,1
9,8,76,7.5,1
8.5,8,79,5,1
8,7,82,6,1
7.5,5.5,84.5,11,1
6.5,4,90,12,0
6,3.5,87,13,0
5.5,4.5,90,5.5,0
5,4,93,6,0
5,5,93,0,0
5,4,93,6,0
6,5.5,90,5,0
6,5,93,6,0
6,6,93,2,0
6,6,93,4,0
6.5,6.5,90,2,0
7,5.5,90,7.5,0
8,6,82,12,0
8,6,79,10,0
9,6.5,71,14,1
9,6,71,18,1
9,6,66,20,1
9,6.5,64,16,1
9,7.5,66,10,1
9,7,68.5,12,1
9,7,71,13,1
8.5,6.5,68.5,14,1
8,6,68.5,12,0
7.5,4.5,73.5,15,0
8,5,71,16,0
8,5,71,18,0
7,4.5,73.5,13,0
7.5,5.5,66.5,12,0
6,5.5,93,5,0
6,6,87,2,0
6,4.5,87,6.5,0
6,5,87,5.5,0
6,5,81,6,0
6,5.5,81,3,0
6,4.5,78.5,6.5,0
6,4,78.5,8,0
6,4.5,81,6.5,0
7,5.5,78.5,8.5,0
8,5,76,15,1
9,5.5,64,27,1
9,5.5,60,28.5,1
9,5,58,30.5,1
8,4,59.5,30.5,1
7.5,3.5,61.5,27,1
7,4,68.5,19.5,1
7,4.5,71,16,1
6,3,71,14,1
6,3.5,76,12,0
5,2.5,81,10,0
5,2.5,81,10,0
5,2.5,81,10,0
5,2,81,13,0
5,2,81,13,0
4.5,2,81,10,0
4,1,87,12,0
4.5,1.5,84,13,0
4,1,84,15,0
3,0.5,93,8,0
2.5,0.5,90,6.5,0
2.5,1,90,7.5,0
3.5,0.5,84,11,0
5,1.5,81,16,0
6.5,3.5,73.5,19,1
7.5,3.5,68.5,27,1
8,4,62,29.5,1
8,4,59.5,28,1
7.5,3.5,59,25,1
6.5,3.5,63.5,18.5,1
6,2,66,22,1
4.5,1,70,16,1
4.5,2.5,75.5,7,0
4,2.5,75,6.5,0
3,2,87,6,0
3,1,84,7.5,0
2.5,2.5,84,3,0
2,1,90,5.5,0
12,12,82,14,0
12,12,85,12,0
12,12,88,16,0
12,12,88,11,0
12,12,91,11,0
12,12,94,13,0
12,12,94,14,0
12,12,94,11,0
13,13,88,12,0
13,13,91,11,0
13,13,94,12,1
13,13,94,11,1
13.5,13.5,91,9,1
14,14,88,10,1
14,14,88,17,1
14,14,88,16,1
13,13,88,16,0
13,13,88,17,0
12.5,12.5,91,18.5,0
13,13,88,26,0
12,12,91,25,0
10.5,9,85,28,0
9,6.5,87,17,0
9,7,84.5,15,0
9,6.5,82,15,0
8,5.5,87,13,0
8,5,87,17,0
7.5,5,90,15,0
7,4,87,17.5,0
7,4,87,16,0
6,3,93,16,0
6,3.5,93,13,0
6,3,93,17,0
6.5,3.5,90,17,0
7.5,4.5,87,16,1
8.5,5.5,84.5,17.5,1
9.5,7,79,19.5,1
10.5,9.5,79.5,18,1
10.5,9.5,74,18,1
10,8,76,17,1
9.5,7,79,17,1
9,7,87,12,1
8.5,6,90,14,1
8,5,90,15,0
8,6,87,13,0
7.5,5.5,90,12,0
7,5,93,10,0
7,5,93,11,0
8.5,8.5,90,2,0
7,7,93,2,0
7.5,7,93,5.5,0
7,5.5,93,7.5,0
7,5.5,93,8,0
6.5,6.5,93,2,0
6.5,5.5,96.5,7.5,0
7,5.5,100,9,0
7,4.5,100,13,0
7,5,96.5,12,0
7,5.5,96.5,8,1
7,5.5,100,8,1
7,5,100,10,1
7,5,100,12,1
7,5,100,11,1
8,6.5,93,7.5,1
8,8,96.5,0,1
8,7.5,100,4.5,1
8,8,100,3,1
8,8,96.5,4,0
8,7,93,6.5,0
8,7.5,93,4,0
8,8,93,2,0
8,8,93,0,0
8,8,96.5,2,0
8,8,96.5,4,0
8,7.5,96.5,4,0
8,7.5,93,5,0
8,7.5,93,5,0
8,7.5,93,5,0
8,8,93,4,0
8,8,93,2,0
8,7,93,7,0
8,7,93,7,0
8,6,93,11,1
8,6.5,93,8,1
8.5,7.5,90,8,1
9,8,87,8,1
9,8,87,6.5,1
9,8.5,87,5,1
8.5,7.5,90,6.5,1
8,6,90,10,1
9,7.5,82,10,1
8,6.5,87,8,0
8,6,87,9,0
8,7,87,6.5,0
7.5,6.5,90,7,0
7,5.5,87,8,0
9,6,84.5,18,0
9,6,82,20.5,0
8,5,84.5,18.5,0
8,5,76,22,0
7,4,81,18,0
7,3.5,81,20.5,0
7,3.5,81,22,0
7,3,78.5,23,0
7,3.5,76,20.5,0
7.5,4,76,23,0
8.5,5.5,73.5,23,0
9,5.5,73.5,25,0
10,6.5,69,28.5,0
10,7,67,29,0
10,7,71,27,0
10,6.5,71,30.5,0
10,6.5,71,29.5,0
10,6.5,71,30.5,0
10,7,71,24,0
10,7,76,25,0
10,7,76,27,0
10.5,9,74,26,0
11,11,72,34,0
11,11,72,32.5,0
11,11,77,35,0
11,11,77,34,0
11,11,77,30.5,0
11,11,77,23,0
11,11,77,21.5,0
11,11,79.5,26,0
11,11,82,25,0
12,12,82,26,0
12,12,82,28,0
12.5,12.5,79.5,26,0
13,13,82,30.5,1
13,13,82,28,1
14,14,77,30.5,1
14,14,77,29,1
14,14,77,28,1
14,14,79.5,27,1
13,13,85,20,1
13,13,79.5,27,1
13,13,82,26,1
13.5,13.5,79.5,27.5,1
13,13,82,28,1
13,13,77,30,1
13,13,77,29.5,1
13,13,79.5,28,0
5,2.5,100,10,0
5,3.5,100,7.5,0
6,4,93,8,0
6,3.5,93,12,0
6.5,4.5,93,11,0
7,5,93,11,0
7,5,93,11,0
7,4.5,90,15,0
6,2.5,96.5,17.5,0
6,3,100,14,0
7,4,93,15,0
7,4,93,18,0
8,5,90,18,1
8.5,5.5,90,17,1
9,7,87,12,1
9,7,87,13,1
9,7,87,12,0
9,7,87,13,0
9,7,87,12,0
9,6,82,17,0
8.5,6.5,84.5,13,0
8,6,87,12,0
8,6,90,12,0
8,5,87,18.5,0
7.5,5,84.5,14,1
7,5,87,10,1
7,4,87,16,0
7,4.5,87,14,0
7,5,81,13,0
7,4.5,87,14,0
7,5,90,12,0
7.5,5.5,90,12,0
8,6,90,11,0
8.5,7,90,8,0
9.5,7.5,87.5,13,0
10,8,85,14,0
10,8,82,16,0
10,8,82,15,0
8,5,90.5,20.5,0
6,2,90,20,0
6,2.5,87,20.5,0
5,1.5,90,17,0
5,2,93,14,0
5,2,93,15,0
5,2,93,14,0
5,2,93,14,0
5,2,93,12,0
5,2.5,90,10,0
