@relation artificial_weekday.arff

@attribute t1 numeric
@attribute t2 numeric
@attribute hum numeric
@attribute windspeed numeric
@attribute class {0,1}

@data
4.5,1.5,90,13,0
4.5,2.5,90,8,0
5,2.5,87,11,1
6,3.5,81.5,12,1
8.5,6,73.5,15,1
9.5,6.5,66.5,21,1
11.5,11.5,56,19.5,1
12.5,12.5,51,16,1
13,13,51,17.5,1
13,13,55,18,1
13,13,57,15,1
13,13,59,12,1
12.5,12.5,61,13,1
11.5,11.5,69.5,9,1
11,11,72,6.5,1
10.5,10,74,7,1
10,9.5,73.5,6.5,0
9,8,82,6,0
9,8,82,7,0
9,8,82,6,0
9,8,79,6.5,0
8,6.5,82,8,0
7.5,5.5,81.5,10,0
6,4,87,9,0
6,4,87,10,0
5.5,4,84,6.5,0
7.5,6,73.5,8,1
9.5,7.5,64,13,1
11,11,52,17,1
12,12,44,21,1
13,13,39.5,22,1
13,13,35.5,26,1
14,14,26,21,1
13,13,27,22,1
13,13,31,18,1
12,12,36.5,19,1
11,11,42.5,12,1
10.5,9.5,44,11,1
10,8,47,15,1
10,8.5,50,9,1
10,8,50,11,0
10,8,50,13,0
9.5,7.5,54,12,0
9,6.5,56,15,0
9,6.5,58,16,0
9,7,58,14,0
8.5,7,62,9,0
8,5.5,66,14,0
7.5,5.5,71,12,0
7,5,71,11,0
7,5.5,71,8,1
8.5,6.5,64,11,1
9.5,6.5,58,19.5,1
10.5,9,52,26,1
11,11,45.5,28,1
11,11,44,29.5,1
11,11,47,30.5,1
11,11,44,26,1
11,11,47,25,1
10.5,9,50,19.5,1
10,8,56,18,1
8,5,66,20,1
7,3.5,73.5,19.5,1
6,3,78.5,17,0
5.5,2.5,78.5,13,0
4.5,1.5,78.5,11,0
4,1,75,14,0
6,3.5,87,12,0
6,4,87,10,0
5.5,3.5,90,7,0
6,4.5,87,7.5,0
6,5,87,4.5,0
6,4,87,9,0
6,4,90,8,0
6,4,93,9,1
6.5,3.5,90,14,1
7,4,87,15,1
7.5,4.5,78.5,16,0
8.5,5.5,73.5,20,0
9,6,68.5,20,1
9,6,64,21,1
9,6,66,19,0
9,6,66,19.5,1
8,5,71,19.5,1
7.5,4.5,73.5,19.5,1
7,3.5,78.5,20.5,1
7,4,81,18,1
6.5,4,87,14,0
6,4,93,10,0
7,5.5,87,8.5,0
6,4,90,7,0
6,4,93,8,0
6,4,93,8,0
6,4,93,7,0
6,4.5,96.5,6.5,0
6,4,100,10,0
6,3.5,100,11,0
6,5.5,100,3,0
7,6,93,6.5,1
7,5,93,11,1
7,5,93,10,1
7.5,6,90,7.5,1
8.5,7.5,90,6.5,0
9.5,8.5,87.5,8,1
12,12,67,14,1
12,12,72,14,1
12,12,67,13,1
12,12,67,11,1
11.5,11.5,74.5,12,1
11,11,77,11,1
10,8,82,13,1
10,8,79,15,1
9,7,79,14,0
8.5,6,81.5,14,0
7,5,93,11,0
6.5,5.5,90,6.5,0
6,4.5,93,6.5,0
5,3.5,96.5,6.5,0
5,3.5,93,6.5,0
5,3,93,7,0
5,3,93,7,0
5,2,87,11,0
4,1,93,12,1
4.5,1.5,90,11,1
5.5,2.5,84,14,1
6.5,4,78.5,13,1
8.5,6,73.5,15,1
9,7,71,15,1
9,6.5,68.5,17,1
9,6,66,18,1
8,5,73.5,17,1
9,6,66,17,1
9,7,71,11,1
9,7,68.5,15,1
8,5,71,16,1
8,6,71,12,1
7,5,76,11,0
7,4.5,76,16,0
7,5,78.5,12,0
7,5,81,11,0
7,5,81,11,0
7,5,81,11,0
7,4.5,81,14,0
7,4,81,16,0
7,4,81,17,0
7,4,81,17,0
7,4,81,18,1
7,4,81,18,1
7,4.5,81,16,1
7,4,81,17,0
7,4.5,81,14,0
7.5,4.5,81.5,15,1
8,5.5,76,15,1
8,5.5,76,14,1
8,5,76,16,1
8,5,76,17,1
8,5.5,76,15,1
8,5.5,76,13,1
8,5,76,16,1
7,4,78.5,16,0
7,4,76,16,0
6.5,4,78.5,14,0
6,3,81,15,0
6,3,81,14,0
5.5,2.5,78.5,14,0
6,3,81,15,0
6,3.5,81,12,0
5,2,87,12,0
5,2,87,12,0
5,2,87,12,0
5,2.5,87,9,1
5,2,87,11,1
5,3.5,87,7.5,1
5,3,87,8,1
6,6,81,4,0
6.5,6,81.5,5.5,1
9,8,71,7,1
10,10,67,5,1
10.5,10,64.5,6.5,1
11.5,11.5,56,5,1
11,11,58,7.5,1
10.5,10,60,9,1
10,9,62,9,1
9,7,71,11,0
9,7,71,11,0
9.5,8,71,10,0
10,7.5,67,19.5,0
3.5,3,78,5,0
3,2,81,6,0
3,1.5,81,6.5,0
3,0.5,84,8,0
3.5,2,81,6.5,0
4.5,2,78.5,10,0
5,2,76,14,0
6.5,3.5,68.5,15,1
7.5,4.5,64,18,1
8.5,5.5,60,18.5,1
9.5,7,58,19.5,1
10,8.5,56,16,1
11,11,54,15,1
11.5,11.5,50.5,14,1
12,12,47,14,1
11,11,50,13,1
11,11,50,10,1
10.5,9.5,50.5,11,1
10.5,9.5,52,10,1
10,8,60,12,1
10,8,62,14,1
9,7,82,11,0
9,8,82,8,0
9,7,82,11,0
9,7,79,11,0
8,6,79,12,0
8,5,71,16,0
6.5,4.5,81.5,12,0
6.5,5,81.5,7,0
7,5.5,76,7.5,0
6.5,4.5,78.5,8,0
6,4,81,8,1
7,5.5,73.5,8,1
7,5,71,10,1
7.5,5.5,68.5,11,1
9,8,60,9,0
9,8,56,7.5,1
9,8,56,7.5,1
8.5,7,58,8.5,0
8.5,6.5,61.5,13,1
9,7.5,56,11,1
9,9,58,4,1
8,7,62,7,1
7,4.5,68.5,14,1
7,5,71,11,1
7,6.5,71,5,0
6,4.5,76,7.5,0
5,3,81,9,0
4.5,3,81,7.5,0
4,2,81,7,0
4,2.5,81,6.5,0
3.5,1,84,8,0
3,1.5,81,6.5,0
3,1.5,81,6.5,0
2.5,1,84,6,0
3.5,2,84,6.5,1
4.5,3,84,6.5,1
7,6,71,6,1
7,5,71,11,1
7.5,5,66.5,15,0
8,5.5,64,13,1
8.5,6.5,58,12,1
9.5,8,50.5,9,1
9.5,9,44.5,6.5,1
9,7.5,44.5,9,1
9,8.5,41.5,5,1
9,9,46.5,4,1
8.5,8,48,5.5,1
7.5,6,55,7.5,1
6,4,61,8,0
5.5,3.5,71,8,0
5,2.5,76,10,0
5,2,78.5,12,0
5,2,84,12,0
6,3.5,81,11,0
6,3,76,14,0
6,3,81,17,0
6,2.5,81,19.5,0
5,1,87,20,0
5.5,1.5,84,20,1
6.5,3,87,20.5,1
7,4,90,19.5,1
8.5,5.5,87,21,0
10.5,9,85,21,0
11.5,11.5,77,23,0
10.5,9,74,22,0
12,12,56,33,1
12,12,52.5,29.5,1
12,12,51,29,1
11,11,48.5,26,1
11,11,48.5,23,1
10,7.5,50,20.5,1
9.5,7,52,18.5,1
9,6,58,22,0
8.5,5.5,58,22,0
8,4,62,24,0
7.5,4,61.5,22,0
7,3,61,26,0
6,2.5,66,18.5,0
6,2.5,68.5,21.5,0
6,2,71,21,0
6,3,71,18,0
5.5,2,73.5,18,0
6.5,3.5,68.5,19.5,1
7.5,5,64,14,1
8,5,57,15,1
9,7,54,13,1
10,8,45,17,1
11.5,11.5,44,15,1
12,12,44,17,1
12,12,44,15,1
13,13,41,12,1
12.5,12.5,42.5,12,1
12,12,47.5,15,1
11,11,58,16,1
10,8,62,15,1
9,7,71,14,0
8,6,76,9,0
8,6.5,79,8,0
8,7,82,6,0
9,5,76,30.5,0
9,5.5,73.5,28,0
8,4.5,76,22,0
8,4.5,73.5,23,0
8,4,66,31,0
8,4,66,28,0
7,3,66,26,0
7,3.5,66,23,1
8,5,66,20.5,1
8,4,59.5,25,1
9.5,6,52,29,0
9.5,6.5,48.5,25,0
10.5,9,45.5,24,1
11,11,41,23,1
11.5,11.5,35,22,1
11.5,11.5,42.5,28.5,1
11,11,45.5,29.5,1
10,7,60,24,1
10,7,69,20,1
9.5,7,79,18,1
11,11,82,24,0
11.5,11.5,88,31,0
12,12,88,37,0
12.5,12.5,85,40,0
13,13,82,42.5,0
13,13,77,46,0
11,11,62,43,0
11,11,58,48,1
11,11,58,46,1
11,11,58,44.5,1
11,11,50,45.5,1
12,12,42.5,48,0
12,12,44,47.5,1
13,13,41,46.5,1
13,13,39.5,48,1
12.5,12.5,44,47,1
11,8.5,54.5,42.5,1
11,11,48.5,44.5,1
11,11,47,42.5,1
8.5,4.5,64,31.5,1
8,4,64,30.5,0
8,4,57,26,0
8,3.5,55,35,0
8,4,57,33,0
7,3,57,29,0
7,2,61,34,0
6.5,1.5,61.5,35,0
6,1,61,31.5,0
6,1,61,33,0
6,1,61,34,0
6,1,61,34,0
6,1,61,33,1
7,2,57,34,1
8.5,4.5,55.5,31.5,1
9.5,5.5,50.5,33,1
9.5,5.5,50,38,0
10,6,48.5,38,1
11,11,47,37,1
11.5,11.5,47,32.5,1
11,11,48.5,30.5,1
10.5,8.5,50.5,33,1
10,6.5,60,30.5,1
10,6.5,60,29.5,1
10,7,62,30,1
10,7,62,28,1
9,5,73.5,28,0
8,4.5,87,23,0
8,5,93,21,0
8.5,4.5,90,32,0
9.5,5.5,91,31,0
10,6.5,88,29.5,0
10,6.5,85,30.5,0
8,5,90,18.5,0
7,4,93,17.5,0
7,4.5,90,14,0
7,5,81,10,1
7,4.5,78.5,14,1
7,4.5,76,12,1
8,6,62,12,1
8,6,53,12,0
8,6,53,11,1
9.5,9,46.5,6.5,1
10,8.5,43,9,1
11,11,42.5,10,1
11.5,11.5,42.5,7,1
11.5,11.5,42.5,10,1
11,11,39.5,10,1
11,11,41,9,1
10,8.5,48.5,9,0
9.5,7.5,71.5,14,0
9,6.5,71,16,0
8.5,6.5,73.5,11,0
6.5,4.5,78.5,12,0
6,5,81,5.5,0
6,6,81,2,0
5,5,87,4,0
5.5,5.5,84,2,0
5,5,87,4,0
5,4.5,87,5,0
6,6,84,2,1
8,7.5,76,5,1
9.5,9.5,71,5,1
11.5,11.5,65,6.5,1
12,12,58,9,1
14,14,53,6.5,1
15.5,15.5,51.5,5,1
16.5,16.5,46.5,6.5,1
17.5,17.5,45.5,9,1
17.5,17.5,47,6,1
17.5,17.5,47.5,10,1
17,17,50.5,9,1
15.5,15.5,57,9,1
13,13,69.5,13,1
12,12,77,7.5,0
12,12,77,7,0
12,12,72,8,0
11,11,77,8,0
11,11,77,6.5,0
10.5,10,79.5,8,0
10,9.5,82,6.5,0
9.5,8.5,82,7,0
9,8.5,84.5,3,0
9,9,84.5,4,0
9,8.5,82,5,1
9,9,87,4,1
11,11,77,0,1
12.5,12.5,74.5,7,1
13.5,13.5,69.5,6.5,1
15.5,15.5,63,5,1
16,16,59,14,1
16,16,59,21,1
16,16,61,25,1
15.5,15.5,61,23,1
14.5,14.5,61,23,1
13.5,13.5,63,22,1
12,12,67,19,1
10.5,9.5,74,14,1
9.5,7.5,81.5,12,0
9,7,82,12,0
9,8,87,9,0
8,6,93,13,0
7.5,5.5,93,13,0
7,5,96.5,10,0
7,5,96.5,11,0
7,5,93,11,0
7,5,93,9,0
7,5,93,11,0
7,5,96.5,12,1
7,5,96.5,10,1
7.5,6.5,96.5,6.5,1
8.5,6.5,93.5,10,1
10.5,10,85,8,1
14,14,67,9,1
14.5,14.5,57,7,1
15.5,15.5,51.5,8,1
16,16,50,10,1
16,16,52,10,1
16,16,53.5,14,1
14.5,14.5,59,18,1
12.5,12.5,69.5,16,1
11,11,77,12,1
10.5,10,79.5,11,0
10.5,10,79.5,8,0
10,10,82,6,0
9,8.5,87,5,0
8.5,7.5,90,7,0
8,7,90,6,0
8,7.5,90,5,0
8,7,90,6,0
6.5,5,93,7.5,0
7,5.5,93,8,0
7.5,5.5,90,11,1
8.5,6.5,90,11,1
10.5,9.5,79.5,15,1
13,13,72,15,1
14.5,14.5,67.5,15,1
16,16,59.5,18,1
17,17,59.5,14,1
18,18,52,17,1
19.5,19.5,47.5,13,1
20.5,20.5,33,17,1
20,20,39,16,1
18.5,18.5,41.5,16,1
17.5,17.5,47.5,16,1
15.5,15.5,49.5,12,1
14.5,14.5,53,7.5,1
14,14,55,9.5,0
13,13,63,18.5,0
9,7,71,11,0
9,8,71,7.5,0
8.5,8,76.5,5,0
8.5,8,72,5.5,0
8,7,68.5,6,0
8,7,71,6,0
8,7,76,6.5,0
8,6.5,76,8,1
9,8,71,7,1
9.5,8.5,69,7,1
11,11,69.5,6.5,0
12.5,12.5,69.5,7.5,0
13,13,67,15,1
14,14,63,14,1
14.5,14.5,63,13,1
16,16,59,10,1
16,16,57,9,1
16.5,16.5,55.5,13,1
16,16,59,15,1
15,15,65.5,14,1
13.5,13.5,69.5,15,1
12.5,12.5,74.5,12,0
11.5,11.5,79.5,12,0
11,11,77,8,0
11,11,77,11,0
10,8,82,13,0
10,8,79,12,0
10,8.5,79,10,0
10,8.5,76,11,0
9.5,7.5,79,12,0
9.5,7.5,79,15,0
10,8,76,16,1
11.5,11.5,69.5,19.5,1
13.5,13.5,63,19,1
15.5,15.5,61,19.5,1
18,18,54,21.5,1
20.5,20.5,46,27,1
21.5,21,42,26,1
22.5,21.5,39.5,24,1
22.5,21.5,37,28,1
22,21,38,26,1
22,21,42.5,21,1
21.5,21,45,19.5,1
20,20,49,19,1
18,18,56,14,1
16.5,16.5,61,10,1
15.5,15.5,63,9,0
14.5,14.5,65,9,0
14,14,65,12,0
14,14,63,12,0
13,13,67,12,0
12.5,12.5,69.5,9,0
12,12,72,7,0
11.5,11.5,72,7,0
12.5,12.5,67.5,7,0
13.5,13.5,65,5.5,1
15.5,15.5,59,7,1
18.5,18.5,50.5,12,1
19.5,19.5,47.5,12,1
21.5,21,40.5,14,1
23.5,22.5,32,17,1
23.5,22.5,33.5,17,1
23,22,33,18,1
24,23,29.5,20.5,1
25,24,29,18.5,1
23.5,22.5,29,19.5,1
22.5,21.5,32.5,18,1
21.5,21,33,16,1
19,19,47.5,15,1
14.5,14.5,59,21.5,1
12,12,72,21.5,0
11,11,77,18.5,0
11,11,77,18.5,0
10.5,9.5,79.5,16,0
10,8,82,15,0
10,8,82,13,0
9,7,87,12,0
9,7.5,87,11,0
9,7.5,87,11,0
9.5,7.5,84.5,16,1
11,11,77,19,1
11.5,11.5,74.5,19.5,1
13.5,13.5,63,20.5,1
14,14,59,23,1
15,15,53,27,1
15.5,15.5,49.5,26,1
15.5,15.5,48,26,1
15,15,51.5,27,1
14,14,49.5,25,1
13,13,47,23,1
12,12,52.5,19.5,1
11,11,56,20,1
11,11,60,20.5,1
10.5,9.5,64.5,19.5,0
10,7,69,23,0
10,7,67,20,0
10,7,67,23,0
10,7,67,20,0
9,6,76,20.5,0
9,6,73.5,19,0
9,6,71,20,0
9,6,73.5,18,0
9,6,73.5,18.5,0
9,6,73.5,20.5,1
9.5,6.5,76.5,26,1
11.5,11.5,60.5,27,1
12,12,52.5,30.5,1
12,12,51,30.5,1
13,13,45.5,29.5,1
13,13,45.5,28,1
13,13,42.5,30.5,1
13,13,45.5,29,1
13,13,49,27,1
12,12,58,26,1
11,11,69.5,24,1
10.5,9,69,22,1
10,7.5,69,19.5,1
9.5,6.5,73.5,20,0
9,6,71,19,0
8,5,73.5,19.5,0
8,6.5,79,10,0
7.5,6.5,81.5,6.5,0
7,6,84,6.5,0
6,5.5,87,5,0
6,4.5,87,6.5,0
5,3.5,93,7.5,0
5,4.5,87,5,0
6.5,5,78.5,6.5,1
8.5,7,76,8,1
11.5,11.5,67,8,1
13.5,13.5,57,16,1
15.5,15.5,49.5,19.5,1
16.5,16.5,45,23,1
17,17,40.5,23,1
17,17,39,23,1
17,17,39,22,1
17,17,42,22,1
16,16,42,23,1
14.5,14.5,46.5,24,1
12.5,12.5,52.5,21,1
11,11,60,14,1
10,9,66.5,12,0
8.5,6.5,73.5,13,0
8.5,7,73.5,7.5,0
8.5,7.5,68.5,7.5,0
8,7,71,6.5,0
7,6,71,6,0
6,5,76,6,0
6,5,76,5.5,0
5.5,5,78.5,5,0
6,5.5,76,5,0
7.5,6,71,8,1
9.5,8.5,66.5,9,1
12.5,12.5,56.5,13,1
13.5,13.5,51,13,1
15.5,15.5,45,12,1
16,16,40.5,13,1
16.5,16.5,36.5,17,1
17,17,39,18,1
17,17,39,19,1
16.5,16.5,50.5,22,1
15.5,15.5,53.5,19.5,1
13.5,13.5,61,20,1
12.5,12.5,65,18,1
12,12,65,17,1
11,11,72,17,1
10,8,76,15,0
10,8,73.5,14,0
9.5,7.5,69,13,0
9,7.5,71,10,0
8,6.5,76,9,0
7.5,6.5,78.5,6.5,0
6.5,5.5,84,6,0
6,4.5,87,6.5,0
6,4,87,7,0
7.5,5.5,84.5,11,1
8.5,6.5,76.5,14,1
11,11,62,18.5,1
12.5,12.5,63,23,1
13,13,63,26,1
13,13,67,27,1
13.5,13.5,67,27,1
13.5,13.5,69.5,24,1
14,14,63,29,1
14,14,59,27,1
14,14,57,23,1
13,13,59,21,1
12,12,63,18.5,1
10.5,9.5,74,15,1
9.5,7.5,79,12,0
8.5,6.5,90,13,0
9,6.5,90.5,17.5,0
9,6,87,17,0
9,6,87,17,0
9,7,82,15,0
9,7,79,14,0
8.5,5.5,79,18,0
8,5.5,79,15,0
8,5.5,76,14,0
8,6,76,11,1
9,7,71,11,1
9,7.5,73.5,10,1
9.5,8,69,10,1
10.5,9.5,69,12,1
11.5,11.5,62.5,13,1
13,13,59,8,1
14,14,55,8,1
14.5,14.5,53,11,1
15,15,53,12,1
14.5,14.5,57,15,1
13.5,13.5,61,19,1
11.5,11.5,69.5,17,1
10.5,9.5,74,16,1
9,7,82,13,1
8,6,84.5,11,0
8,6,82,10,0
8,7,84.5,6.5,0
8,7.5,87,5.5,0
8,8,87,0,0
8,7,87,6,0
8,7,87,6,0
8,7,87,6,0
8,7,87,7,0
9.5,8,79,9,1
10.5,9.5,74,9,1
12.5,12.5,63,10,1
15,15,51,15,1
16.5,16.5,46.5,17,1
17.5,17.5,45.5,18,1
18,18,52,18.5,1
18,18,56,25,1
17,17,56,22,1
18,18,52,22,1
17,17,56,20.5,1
16.5,16.5,57.5,21,1
16,16,59,22,1
14.5,14.5,65,18,1
14,14,72,20,0
13,13,77,19,0
13,13,79.5,17,0
7.5,7,87,5,0
8,6.5,74,8.5,0
6.5,4.5,66,8,0
6,4,71,7,0
5.5,3.5,68,7,0
5,3.5,70,7.5,0
4.5,4,72.5,5,0
5.5,4,70.5,6.5,1
7,5,68.5,10,1
8.5,6.5,64,10,1
10,10,54,6,1
11,11,48.5,8,1
11,11,45.5,7,1
12.5,12.5,41,5,1
12,12,42.5,5.5,1
12,12,39.5,5,1
12,12,38,5,1
12.5,12.5,37,10,1
12.5,12.5,35.5,14,1
12,12,38,17.5,1
12,12,38,22,1
11,11,47,25,0
9.5,6.5,56,23,0
8.5,5.5,62,24,0
8,5,66,21,0
7,3,71,23,0
7,3,71,23,0
6.5,3.5,73.5,18,0
6,2.5,76,19.5,0
5,1,81,19.5,0
5.5,1.5,78.5,20.5,0
6.5,3,71,19.5,1
8,4,59.5,28,1
9,5.5,52,26,1
10.5,9,40.5,24,1
11,11,36.5,28,1
12.5,12.5,32,27,1
12.5,12.5,29,29,1
13.5,13.5,29,28,1
13,13,32,28,1
14,14,29,26,1
13.5,13.5,28.5,29,1
12.5,12.5,38.5,25,1
12,12,51,21,1
11,11,54,20,1
10,8,58,19,0
9.5,7.5,60,16,0
9,7,66,15,0
8.5,6,68.5,14,0
8,5.5,71,14,0
8,5,73.5,17,0
8,5,71,18,0
8,5,71,16,0
8,5,76,16,0
8,5.5,79,14,0
9,6,76,19.5,1
10,7,71,22,1
10.5,9,74.5,24,1
11,9.5,77,24,1
10.5,9,80,29.5,0
10,7,82,24,0
9.5,6.5,84.5,20.5,0
10,8,82,15,0
11,11,77,17,1
13,13,59,20,1
13,13,51,22,1
12.5,12.5,54.5,21,1
12,12,60.5,19,1
11,11,64.5,15,1
9,7,71,15,0
9,7,71,14,0
9,6.5,66,17,0
8.5,5.5,64,17,0
8,5,66,18,0
7.5,4.5,68.5,18,0
7,4,73.5,18,0
7,4,73.5,16,0
6.5,3.5,76,15,0
7,4,76,15,0
8.5,5.5,71,19.5,1
9.5,6.5,66.5,22,1
11.5,11.5,60,22.5,1
12.5,12.5,52.5,26,1
12.5,12.5,51,25,1
14,14,43,23,1
15.5,15.5,36,24,1
14,14,39,22.5,1
14.5,14.5,37.5,19.5,1
14,14,42.5,22.5,1
14.5,14.5,39,20.5,1
13,13,49,16,1
12,12,52.5,14,1
11.5,11.5,56,9,1
11,11,58,8,1
9.5,8,66.5,12,0
8.5,5.5,68.5,16,0
7.5,5,73.5,14,0
7,5,78.5,11,0
7,5.5,78.5,9,0
7,6,76,7,0
6.5,5,78.5,9,0
7,5,76,10,0
7,5,76,10,0
7,4,76,17,1
8,5,68.5,22,1
9,5.5,64,27,1
10,7,60,25,1
10.5,9,56,24,1
11,11,50,24,1
11.5,11.5,48.5,26,1
12,12,47,22,1
12,12,50.5,24,1
11.5,11.5,56,25,1
11.5,11.5,56,24,1
10,7,58,24,1
10,7,58,24,1
9,6,62,21,1
9,6,62,19,0
9,6,64,18,0
8,5,68.5,17,0
13,13,94,19.5,0
13,13,94,19,0
13.5,13.5,94,15,0
14.5,14.5,94,7,0
15.5,15.5,91,13,0
16,16,88,15,0
16,16,85.5,20.5,0
15.5,15.5,85.5,23,1
15.5,15.5,79.5,28,1
15,15,72,39,1
14.5,14.5,67.5,38,0
14,14,61,38,0
16,16,45,42.5,1
16,16,43.5,43.5,1
16,16,48,44.5,1
16,16,48,41.5,1
16,16,46.5,42.5,1
15,15,53,43.5,1
14.5,14.5,55,41,1
14,14,59,37,1
13.5,13.5,61,38,1
13,13,67,34,0
13,13,63,30.5,0
12.5,12.5,69.5,31.5,0
12,12,72,29.5,0
11.5,11.5,77,29.5,0
11,11,77,29,0
10.5,9,82,26,0
10,7,85,22,0
11,11,82,23,0
10,8.5,82,26,0
11,11,74.5,28,1
11.5,11.5,72,29,1
13,13,65,34,1
13,13,70,36,1
13.5,13.5,65.5,38,0
14,14,61,40.5,1
13.5,13.5,65,42,0
12.5,12.5,77,38,0
14.5,14.5,67.5,30.5,1
14.5,14.5,63,38,1
14,14,67,37,1
14,14,65,37,1
13.5,13.5,67.5,29.5,1
13.5,13.5,61,36,1
13,13,65,31.5,0
13,13,63,31.5,0
12,12,67,30.5,0
12,12,67,29,0
11,11,72,28,0
11,11,74.5,24,0
11,11,74.5,22,0
11,11,77,20,0
11,11,77,20,0
10.5,9,79.5,19.5,0
11,11,77,17,1
11.5,11.5,74.5,16,1
12.5,12.5,69.5,19.5,1
14,14,63,17,1
15,15,57,17,1
15.5,15.5,55.5,17,1
16.5,16.5,43.5,20.5,1
17,17,43.5,24,1
16,16,48,26,1
16,16,48,20,1
16,16,46.5,20.5,1
15,15,43.5,19,1
14,14,47.5,19.5,1
13,13,55,17.5,1
12.5,12.5,63,16,1
12,12,67,11,0
11,11,72,11,0
11,11,67,11,0
10.5,10,74,10,0
10,9,76,9,0
10,9,76,8,0
10,10,76,6,0
10,10,76,5,0
10.5,10.5,74,2,0
11,11,72,5,1
11,11,74.5,6,1
12.5,12.5,65,7,1
13.5,13.5,63,12,1
15,15,55,13,1
16.5,16.5,53.5,17,1
17,17,52,18,1
16.5,16.5,59.5,15,1
15,15,70,18.5,1
14,14,79.5,17,1
15,15,70,14,1
14.5,14.5,72.5,15,1
14.5,14.5,77,15,1
14,14,82,15,1
14,14,82,17,0
14,14,82,18,0
14,14,79.5,17,0
14,14,77,6.5,0
13.5,13.5,79.5,9,0
15,15,72,9,0
14.5,14.5,74.5,8.5,0
14,14,77,5,0
14.5,14.5,77,6.5,0
15.5,15.5,74.5,13,0
15.5,15.5,74.5,18,1
16,16,72,17.5,1
17,17,68,23,1
18.5,18.5,62,24,1
20,20,56,22,1
21,21,53,21.5,1
21.5,21.5,53,22,1
21.5,21.5,51.5,25,1
22,22,53,20,1
21.5,21.5,55,21,1
20,20,58,24,1
19.5,19.5,56,22,1
18,18,60,20,1
17,17,64,20,1
16,16,61,19,1
15,15,63,18.5,0
15,15,57,19,0
14,14,59,18.5,0
13.5,13.5,65,16,0
13,13,67,14,0
12.5,12.5,69.5,14,0
12,12,74.5,12,0
12,12,77,16,0
12.5,12.5,74.5,14,0
13,13,69.5,19.5,1
13,13,63,22,1
13,13,67,22,1
13,13,61,25,1
14.5,14.5,53,27,1
17,17,42,28,1
16.5,16.5,43.5,32,1
18,18,40,31.5,1
18,18,38.5,35,1
17,17,42,34,1
18,18,34,34,1
17.5,17.5,35.5,31,1
16.5,16.5,34,27,1
15,15,36,28,1
14,14,40,21,1
13.5,13.5,44,20,0
12.5,12.5,52.5,16,0
11.5,11.5,58,11,0
11,11,62,11,0
10,8,67,12,0
9,7.5,71,12,0
8.5,6,73.5,14,0
8,6,76,11,0
9,8,76,8,0
10.5,10,69,5.5,1
13,13,59,2,1
14.5,14.5,53,6.5,1
16,16,45,9,1
16.5,16.5,39.5,7.5,1
18,18,33,7,1
18,18,32,5.5,1
19,19,33.5,8,1
19,19,34.5,9,1
19,19,35,8.5,1
18.5,18.5,37.5,15,1
18,18,40,14,1
15,15,57.5,21,1
13.5,13.5,67.5,24,1
12,12,77,24,1
11.5,11.5,79.5,19.5,0
11,11,79.5,15,0
10,8,82,15,0
10,8,82,16,0
10,8,82,15,0
9,6,87,19.5,0
9,6,87,17,0
9,6,84.5,18,0
9.5,7,84.5,17,0
11,11,74.5,25,1
11,11,77,28.5,1
11,11,72,28,1
11,11,74.5,29,0
11,11,77,30.5,0
11,11,77,32,0
10,6,85,35,0
9.5,6,91,27.5,0
10,7,88,23,0
10,7,91,21,0
10,7,88,21,1
10,8,88,17,1
9,6,94,17,0
9,6.5,94,16,0
9,7,94,15,0
9.5,7.5,91,14,0
9,6.5,94,16,0
9,6.5,94,17,0
9,7,94,14,0
9,7,87,12,0
9,7,84.5,11,0
9,7.5,82,10,0
9,7,82,12,0
9,7,79,12,0
9,6.5,71,16,1
10,8,64.5,14,1
11,11,62,11,1
12,12,63,8,1
12,12,60.5,14,1
12,12,60.5,11,1
13,13,59,13,1
13.5,13.5,57,11,1
14.5,14.5,53,9,1
16,16,50,12,1
15.5,15.5,53.5,16,1
15,15,57,18,1
14.5,14.5,59,18.5,1
14,14,63,18,1
13.5,13.5,72,18,0
12.5,12.5,79.5,21,0
12,12,82,21,0
12,12,72,15,0
12,12,72,16,0
11,11,77,15,0
10.5,9.5,79.5,12,0
10,8,79,14,0
10,8,76,16,0
10.5,9.5,74,16,0
11,11,74.5,18.5,1
11.5,11.5,82,20.5,1
12,12,88,23,1
12.5,12.5,91,22,0
13,13,94,31,0
14,14,82,29,0
15,15,70,38,0
15,15,57,46,0
14.5,14.5,57,28.5,1
15,15,48,30.5,1
15.5,15.5,45,36,1
15,15,42,30.5,1
13.5,13.5,46,34,1
12.5,12.5,47.5,29.5,1
11.5,11.5,56,30.5,0
10.5,9,62.5,28,0
10,7,67,23,0
9.5,7,69,21.5,0
9,6,71,21.5,0
9,6,71,24,0
9,5.5,73.5,28,0
8.5,5,73.5,26,0
8,4.5,79,23,0
9,5.5,71,27,0
10,7,67,27,1
11,11,62,29,1
12,12,56,28,1
12.5,12.5,54.5,27,1
14,14,48,27,0
11.5,11.5,62.5,27.5,1
14.5,14.5,51,21.5,1
10.5,9,69,19.5,0
12,12,54.5,18.5,1
13,13,55,21.5,1
13.5,13.5,51.5,27,1
12.5,12.5,57.5,31,1
11.5,11.5,58,20.5,1
11.5,11.5,58,22,1
10.5,9.5,66.5,19.5,0
10,7,67,24,0
9.5,6.5,69,21,0
9,6,71,18.5,0
8.5,5.5,68.5,19,0
9,6,71,17,0
